Time,Wheel Input,Wheel Ticks,Wheel Speed
7730,775,5227,551.02
7790,775,5403,532.65
7850,750,5577,514.29
7911,750,5746,514.29
7971,725,5909,477.55
8031,725,6071,495.92
8091,700,6229,459.18
8151,675,6385,459.18
8211,675,6536,459.18
8271,650,6684,440.82
8331,650,6827,440.82
8391,625,6968,422.45
8452,625,7106,404.08
8512,600,7241,404.08
8572,600,7372,385.71
8632,575,7499,385.71
8692,550,7622,367.35
8752,550,7740,367.35
8812,525,7856,348.98
8872,525,7967,330.61
8932,500,8077,330.61
8993,500,8183,330.61
9053,475,8285,312.24
9113,475,8384,293.88
9173,450,8479,293.88
9233,425,8570,275.51
9293,425,8656,257.14
9353,400,8740,257.14
9413,400,8819,238.78
9474,375,8897,238.78
9534,375,8971,220.41
9594,350,9042,220.41
9654,350,9109,183.67
9714,325,9172,165.31
9774,300,9233,183.67
9834,300,9289,165.31
9894,275,9343,146.94
9954,275,9392,146.94
10015,250,9439,146.94
10075,250,9479,110.20
10135,225,9517,110.20
10195,225,9551,91.84
10255,200,9581,73.47
10315,175,9608,73.47
10375,175,9631,55.10
10435,150,9650,36.73
10495,150,9661,36.73
10556,125,9675,0.00
10616,125,9678,0.00
10676,100,9678,0.00
10736,100,9678,0.00
10796,75,9678,0.00
10856,75,9678,0.00
10916,50,9678,0.00
10976,25,9678,0.00
11036,25,9678,0.00
11097,0,9678,0.00
11157,0,9678,0.00
11217,-25,9677,0.00
11277,-25,9677,0.00
11337,-50,9677,0.00
11397,-50,9677,0.00
11457,-75,9676,0.00
11517,-100,9676,0.00
11577,-100,9676,0.00
11638,-125,9675,0.00
11698,-125,9665,0.00
11758,-150,9665,0.00
11818,-150,9665,0.00
11878,-175,9665,0.00
11938,-175,9665,0.00
11998,-200,9656,-55.10
12058,-225,9634,-55.10
12119,-225,9607,-91.84
12179,-250,9576,-91.84
12239,-250,9540,-110.20
12299,-275,9500,-128.57
12359,-275,9457,-128.57
12419,-300,9411,-146.94
12479,-300,9361,-146.94
12539,-325,9307,-165.31
12599,-350,9251,-165.31
12660,-350,9191,-183.67
12720,-375,9129,-202.04
12780,-375,9063,-183.67
12840,-400,8993,-220.41
12900,-400,8920,-220.41
12960,-425,8843,-238.78
13020,-425,8764,-220.41
13080,-450,8681,-257.14
13140,-475,8598,-257.14
13201,-475,8509,-275.51
13261,-500,8415,-312.24
13321,-500,8316,-293.88
13381,-525,8214,-312.24
13441,-525,8108,-330.61
13501,-550,8000,-348.98
13561,-550,7888,-348.98
13621,-575,7774,-348.98
13681,-600,7656,-367.35
13742,-600,7533,-367.35
13802,-625,7405,-404.08
13862,-625,7273,-422.45
13922,-650,7139,-404.08
13982,-650,7000,-422.45
14042,-675,6858,-440.82
14102,-675,6715,-440.82
14162,-700,6569,-459.18
14222,-725,6419,-477.55
14283,-725,6263,-477.55
14343,-750,6104,-495.92
14403,-750,5942,-495.92
14463,-775,5777,-514.29
14523,-775,5608,-514.29
14583,-800,5434,-551.02
14643,-800,5257,-551.02
14703,-825,5075,-569.39
14764,-800,4892,-551.02
14824,-800,4715,-532.65
14884,-775,4540,-532.65
14944,-775,4368,-532.65
15004,-750,4198,-532.65
15064,-750,4034,-495.92
15124,-725,3873,-495.92
15184,-725,3716,-495.92
15244,-700,3561,-477.55
15305,-675,3408,-459.18
15365,-675,3260,-459.18
15425,-650,3115,-440.82
15485,-650,2974,-422.45
15545,-625,2837,-404.08
15605,-625,2706,-385.71
15665,-600,2577,-385.71
15725,-600,2450,-385.71
15785,-575,2327,-367.35
15846,-550,2207,-348.98
15906,-550,2093,-330.61
15966,-525,1980,-348.98
16026,-525,1874,-312.24
16086,-500,1770,-312.24
16146,-500,1668,-312.24
16206,-475,1569,-293.88
