Time,Wheel Input,Wheel Ticks,Wheel Speed
7740,775,5339,532.65
7800,775,5518,551.02
7860,750,5693,532.65
7921,750,5864,514.29
7981,725,6032,514.29
8041,725,6196,495.92
8101,700,6356,477.55
8161,700,6514,477.55
8221,675,6667,459.18
8281,650,6818,459.18
8341,650,6963,459.18
8401,625,7106,440.82
8462,625,7244,404.08
8522,600,7380,404.08
8582,600,7511,385.71
8642,575,7639,385.71
8702,575,7764,367.35
8762,550,7885,367.35
8822,525,8003,367.35
8882,525,8116,348.98
8942,500,8227,330.61
9003,500,8333,312.24
9063,475,8436,293.88
9123,475,8536,312.24
9183,450,8631,293.88
9243,450,8723,275.51
9303,425,8811,257.14
9363,400,8897,257.14
9423,400,8978,257.14
9483,375,9057,238.78
9544,375,9130,220.41
9604,350,9202,220.41
9664,350,9268,183.67
9724,325,9332,183.67
9784,325,9392,183.67
9844,300,9449,165.31
9904,275,9503,165.31
9964,275,9553,146.94
10024,250,9600,146.94
10085,250,9642,128.57
10145,225,9681,110.20
10205,225,9715,91.84
10265,200,9747,91.84
10325,200,9776,91.84
10385,175,9799,73.47
10445,150,9819,55.10
10505,150,9835,18.37
10566,125,9846,36.73
10626,125,9855,0.00
10686,100,9855,0.00
10746,100,9855,0.00
10806,75,9855,0.00
10866,75,9855,0.00
10926,50,9855,0.00
10986,25,9855,0.00
11046,25,9855,0.00
11107,0,9854,-18.37
11167,0,9854,0.00
11227,-25,9854,0.00
11287,-25,9854,0.00
11347,-50,9854,0.00
11407,-50,9854,0.00
11467,-75,9853,0.00
11527,-100,9853,0.00
11587,-100,9853,0.00
11648,-125,9852,-18.37
11708,-125,9852,0.00
11768,-150,9851,0.00
11828,-150,9846,0.00
11888,-175,9842,-36.73
11948,-175,9824,-73.47
12008,-200,9799,-91.84
12068,-225,9772,-110.20
12128,-225,9740,-110.20
12189,-250,9707,-91.84
12249,-250,9668,-128.57
12309,-275,9628,-128.57
12369,-275,9583,-128.57
12429,-300,9535,-165.31
12489,-300,9484,-165.31
12549,-325,9429,-183.67
12609,-325,9372,-165.31
12669,-350,9310,-183.67
12730,-375,9244,-220.41
12790,-375,9174,-220.41
12850,-400,9103,-220.41
12910,-400,9026,-238.78
12970,-425,8947,-238.78
13030,-425,8863,-275.51
13090,-450,8776,-275.51
13150,-450,8686,-275.51
13210,-475,8591,-293.88
13271,-500,8494,-312.24
13331,-500,8393,-312.24
13391,-525,8290,-330.61
13451,-525,8182,-330.61
13511,-550,8072,-348.98
13571,-550,7960,-348.98
13631,-575,7847,-348.98
13691,-575,7729,-348.98
13751,-600,7606,-367.35
13812,-625,7479,-385.71
13872,-625,7350,-385.71
13932,-650,7225,-385.71
