Time,Wheel Input,Wheel Ticks,Wheel Speed
6327,800,3127,569.39
6388,800,3305,532.65
6448,760,3478,514.29
6508,760,3645,514.29
6568,720,3807,495.92
6628,720,3964,477.55
6688,680,4115,459.18
6748,640,4261,440.82
6808,640,4398,404.08
6868,600,4532,404.08
6929,600,4660,385.71
6989,560,4783,367.35
7049,560,4900,348.98
7109,520,5012,330.61
7169,520,5119,312.24
7229,480,5219,293.88
7289,440,5314,275.51
7349,440,5402,275.51
7409,400,5485,257.14
7470,400,5561,238.78
7530,360,5632,202.04
7590,360,5699,202.04
7650,320,5760,183.67
7710,320,5816,183.67
7770,280,5864,146.94
7830,240,5908,128.57
7890,240,5945,110.20
7950,200,5979,91.84
8011,200,6004,73.47
8071,160,6024,36.73
8131,160,6034,36.73
8191,120,6046,55.10
8251,120,6049,0.00
8311,80,6049,0.00
8371,40,6049,0.00
8431,40,6049,0.00
8491,0,6049,0.00
8552,0,6049,0.00
8612,-40,6048,0.00
8672,-40,6048,0.00
8732,-80,6048,0.00
8792,-80,6048,0.00
8852,-120,6046,-18.37
8912,-160,6042,0.00
8972,-160,6042,0.00
9032,-200,6042,0.00
9093,-200,6024,-91.84
9153,-240,5996,-110.20
9213,-240,5961,-110.20
9273,-280,5922,-128.57
9333,-280,5876,-146.94
9393,-320,5825,-165.31
9453,-360,5770,-165.31
9513,-360,5706,-220.41
9573,-400,5640,-220.41
9634,-400,5567,-220.41
9694,-440,5489,-257.14
9754,-440,5406,-257.14
9814,-480,5318,-275.51
9874,-480,5223,-293.88
9934,-520,5121,-330.61
9994,-560,5015,-330.61
10054,-560,4900,-367.35
10114,-600,4783,-367.35
10175,-600,4658,-385.71
10235,-640,4529,-404.08
10295,-640,4395,-422.45
10355,-680,4256,-440.82
10415,-680,4111,-440.82
10475,-720,3958,-477.55
10535,-760,3800,-495.92
10595,-760,3636,-514.29
10655,-800,3468,-514.29
10716,-800,3292,-551.02
10776,-840,3111,-569.39
10836,-840,2923,-569.39
10896,-800,2739,-551.02
10956,-800,2560,-551.02
11016,-760,2390,-495.92
11076,-720,2223,-514.29
11136,-720,2063,-495.92
11196,-680,1906,-477.55
11257,-680,1757,-459.18
