,deadband_starts,deadband_ends
0,72260.0,106044.0
1,246235.0,282064.0
2,416542.0,452552.0
3,452912.0,625265.0
4,766056.0,797436.0
5,938168.0,973756.0
6,1112323.0,1146108.0
7,1285818.0,1318701.0
8,1457268.0,1492315.0
9,1634189.0,1666712.0
10,1805459.0,1838162.0
11,1979315.0,2014182.0
12,2153470.0,2187195.0
13,2325462.0,2363094.0
14,2501481.0,2533402.0
15,2674736.0,2709663.0
16,2844322.0,2880572.0
17,3022386.0,3055569.0
18,3190530.0,3232069.0
19,3369736.0,3401837.0
