,deadband_starts,deadband_ends
0,2044.0,2766.0
1,7034.0,7996.0
2,12024.0,12746.0
3,17074.0,17735.0
4,21884.0,32645.0
5,27054.0,47795.0
6,31924.0,52485.0
7,36914.0,57715.0
8,41904.0,62464.0
9,46833.0,77374.0
10,51823.0,82484.0
11,56813.0,87294.0
12,61743.0,92404.0
13,66733.0,97454.0
14,71723.0,
15,76713.0,
16,81583.0,
17,86693.0,
18,91623.0,
19,96552.0,
