,deadband_starts,deadband_ends
0,7876.0,12024.0
1,27235.0,31023.0
2,46534.0,49961.0
3,66074.0,69741.0
4,85312.0,88198.0
5,104371.0,109001.0
6,123490.0,127518.0
7,143150.0,147418.0
8,162148.0,167018.0
9,181868.0,186317.0
10,200927.0,205135.0
11,220406.0,223893.0
12,239465.0,242832.0
13,258945.0,263153.0
14,278123.0,281911.0
15,297543.0,301872.0
16,316661.0,321351.0
17,336021.0,340470.0
18,355440.0,359288.0
19,374799.0,379008.0
