deadband_starts,deadband_ends
16955.0,27295.0
60904.0,70403.0
103530.0,115254.0
147299.0,159864.0
191669.0,200987.0
234596.0,245899.0
278485.0,290208.0
321953.0,334759.0
366142.0,376724.0
409851.0,420432.0
452838.0,463359.0
496547.0,507970.0
539834.0,550596.0
583724.0,596109.0
626470.0,637833.0
670299.0,681542.0
714308.0,724048.0
758318.0,768178.0
801425.0,811706.0
844593.0,856677.0
