,deadband_starts,deadband_ends
0,1804.0,2465.0
1,6373.0,7094.0
2,10822.0,11663.0
3,15451.0,16052.0
4,20020.0,20681.0
5,24529.0,25130.0
6,29038.0,29759.0
7,33607.0,34388.0
8,38116.0,38657.0
9,42805.0,43467.0
10,47134.0,47855.0
11,51883.0,61623.0
12,56332.0,66192.0
13,60841.0,70581.0
14,65470.0,75270.0
15,70039.0,79839.0
16,74428.0,84228.0
17,79057.0,88917.0
18,83566.0,
19,88196.0,
