,deadband_starts,deadband_ends
0,3667.0,5231.0
1,12505.0,14188.0
2,21343.0,22725.0
3,30240.0,31804.0
4,39138.0,40761.0
5,47916.0,67214.0
6,56873.0,76352.0
7,65771.0,85190.0
8,74609.0,94027.0
9,83446.0,102985.0
10,92344.0,129558.0
11,101242.0,138456.0
12,110079.0,147173.0
13,118917.0,155951.0
14,127875.0,165029.0
15,136652.0,173927.0
16,145670.0,
17,154568.0,
18,163346.0,
19,172243.0,
