,deadband_starts,deadband_ends
0,1743.0,2525.0
1,6373.0,7094.0
2,10882.0,11483.0
3,15451.0,16172.0
4,19960.0,20621.0
5,24469.0,25250.0
6,29038.0,29699.0
7,33607.0,34268.0
8,38116.0,38777.0
9,42745.0,43346.0
10,47254.0,47915.0
11,51763.0,52545.0
12,56332.0,56993.0
13,60901.0,61623.0
14,65410.0,66072.0
15,69979.0,70581.0
16,74609.0,75150.0
17,78997.0,79779.0
18,83626.0,84228.0
19,88196.0,88797.0
