,deadband_starts,deadband_ends
0,2405.0,3487.0
1,8237.0,20982.0
2,14068.0,38417.0
3,19900.0,44368.0
4,25791.0,50200.0
5,31563.0,56032.0
6,37455.0,61863.0
7,43226.0,67695.0
8,49178.0,73587.0
9,54949.0,79298.0
10,60781.0,85190.0
11,66553.0,91081.0
12,72504.0,96913.0
13,78276.0,102745.0
14,84107.0,108576.0
15,89999.0,114227.0
16,95771.0,
17,101662.0,
18,107494.0,
19,113326.0,
