,deadband_starts,deadband_ends
0,17736.0,26694.0
1,61445.0,70463.0
2,104793.0,114111.0
3,148501.0,157760.0
4,192150.0,201228.0
5,235919.0,244576.0
6,279447.0,288344.0
7,323095.0,332354.0
8,366503.0,375581.0
9,410332.0,419230.0
10,453560.0,462818.0
11,497389.0,507309.0
12,540977.0,549815.0
13,584565.0,593283.0
14,627913.0,637232.0
15,671562.0,681061.0
16,715150.0,724649.0
17,758919.0,768358.0
18,802267.0,812126.0
19,845975.0,854813.0
