,deadband_starts,deadband_ends
0,3487.0,5050.0
1,12565.0,14188.0
2,21343.0,22966.0
3,30240.0,31804.0
4,39078.0,40701.0
5,47916.0,49719.0
6,56753.0,58437.0
7,65831.0,67394.0
8,74609.0,76172.0
9,83507.0,85310.0
10,92344.0,94027.0
11,101242.0,102925.0
12,110079.0,111823.0
13,118977.0,138576.0
14,127755.0,147233.0
15,136712.0,156251.0
16,145550.0,165029.0
17,154388.0,173927.0
18,163466.0,
19,172303.0,
