,deadband_starts,deadband_ends
0,14129.0,22185.0
1,48940.0,57357.0
2,83450.0,91806.0
3,118320.0,128000.0
4,153011.0,161187.0
5,188002.0,266881.0
6,223052.0,301632.0
7,258164.0,336863.0
8,292794.0,372094.0
9,328025.0,476647.0
10,362295.0,510856.0
11,397166.0,547170.0
12,432397.0,580657.0
13,467448.0,615588.0
14,502018.0,651240.0
15,537009.0,684789.0
16,572481.0,
17,606811.0,
18,641862.0,
19,677514.0,
