,deadband_starts,deadband_ends
0,4810.0,7094.0
1,16594.0,18758.0
2,28378.0,30542.0
3,39981.0,42326.0
4,51705.0,53989.0
5,63429.0,65713.0
6,75092.0,77377.0
7,86756.0,89161.0
8,98540.0,100824.0
9,110203.0,112127.0
10,121927.0,124332.0
11,133651.0,135935.0
12,145314.0,147659.0
13,157098.0,159383.0
14,168702.0,171107.0
15,180366.0,182289.0
16,192149.0,194434.0
17,203933.0,206158.0
18,215537.0,217821.0
19,227381.0,229545.0
