,deadband_starts,deadband_ends
0,11543.0,18998.0
1,40641.0,48396.0
2,69378.0,77314.0
3,98296.0,105750.0
4,127394.0,133826.0
5,156311.0,163886.0
6,185529.0,192082.0
7,215048.0,220700.0
8,243725.0,250699.0
9,272403.0,280098.0
10,301681.0,308955.0
11,330418.0,338294.0
12,359757.0,365468.0
13,365769.0,394506.0
14,417893.0,424205.0
15,447051.0,454265.0
16,475788.0,483603.0
17,505066.0,512281.0
18,533804.0,541920.0
19,563022.0,569635.0
