,deadband_starts,deadband_ends
0,2104.0,2886.0
1,7154.0,7756.0
2,12024.0,12746.0
3,17014.0,17856.0
4,22004.0,32645.0
5,26934.0,37575.0
6,31924.0,42805.0
7,36914.0,47675.0
8,41964.0,52485.0
9,46833.0,67635.0
10,51763.0,72625.0
11,56753.0,77555.0
12,61803.0,82544.0
13,66733.0,87534.0
14,71723.0,92284.0
15,76653.0,97394.0
16,81703.0,
17,86572.0,
18,91562.0,
19,96673.0,
