,deadband_starts,deadband_ends
0,8717.0,13948.0
1,30602.0,35832.0
2,52486.0,57476.0
3,74250.0,79481.0
4,96255.0,100523.0
5,118319.0,122588.0
6,140083.0,145314.0
7,162148.0,167319.0
8,183972.0,188121.0
9,206037.0,210967.0
10,227621.0,232972.0
11,249505.0,254916.0
12,271510.0,276500.0
13,293635.0,298685.0
14,315339.0,320449.0
15,337464.0,341913.0
16,358987.0,364278.0
17,381172.0,386583.0
18,402876.0,408227.0
19,425302.0,430111.0
