,deadband_starts,deadband_ends
0,4690.0,7094.0
1,16534.0,18938.0
2,28017.0,30782.0
3,39981.0,42386.0
4,51645.0,53869.0
5,63489.0,65533.0
6,75032.0,77377.0
7,86816.0,89341.0
8,98600.0,100704.0
9,110324.0,112608.0
10,121987.0,124212.0
11,133531.0,136296.0
12,145194.0,147659.0
13,157038.0,159804.0
14,168762.0,170986.0
15,180366.0,182710.0
16,192029.0,194494.0
17,203873.0,206458.0
18,215417.0,217821.0
19,227200.0,229966.0
