deadband_starts,deadband_ends
14069.0,21404.0
49180.0,56214.0
84051.0,91145.0
118861.0,126256.0
153792.0,161127.0
188663.0,195938.0
223533.0,230928.0
258344.0,266100.0
293395.0,301632.0
328206.0,335240.0
363076.0,370531.0
398128.0,405462.0
432878.0,440273.0
467989.0,475023.0
502920.0,510194.0
537610.0,544945.0
572661.0,579876.0
607833.0,615167.0
642463.0,650519.0
677514.0,685089.0
