,deadband_starts,deadband_ends
0,7154.0,10761.0
1,24589.0,28196.0
2,42264.0,45751.0
3,59759.0,63366.0
4,77374.0,80861.0
5,94809.0,98476.0
6,112424.0,116031.0
7,129979.0,133526.0
8,147534.0,151081.0
9,165089.0,168576.0
10,182583.0,186130.0
11,200078.0,203686.0
12,217633.0,221120.0
13,235188.0,238735.0
14,252743.0,256230.0
15,270358.0,273364.0
16,287853.0,291280.0
17,305408.0,308655.0
18,322903.0,326330.0
19,340458.0,343765.0
