deadband_starts,deadband_ends
2885.0,4028.0
10040.0,11062.0
17013.0,18336.0
24168.0,25550.0
31322.0,32705.0
38536.0,39859.0
45630.0,46833.0
52905.0,54047.0
59879.0,61262.0
67153.0,68416.0
74127.0,75450.0
81462.0,82604.0
88556.0,89698.0
95710.0,96973.0
102744.0,104067.0
109959.0,111160
117053.0,118192
124267.0,125529.0
131421.0,132684.0
138515.0,139718.0
