deadband_starts,deadband_ends
8116.0,11723.0
27355.0,31143.0
46594.0,50442.0
65893.0,69681.0
85192.0,88980.0
104672.0,108219.0
123971.0,127638.0
143270.0,146757.0
162449.0,166176.0
181868.0,185476.0
201227.0,204714.0
220467.0,224074.0
239766.0,243313.0
259065.0,262432.0
278304.0,281971.0
297723.0,301330.0
317022.0,320509.0
336261.0,340049.0
355440.0,359288.0
375040.0,378647.0
