deadband_starts,deadband_ends
8898.0,13226.0
30962.0,35171.0
52726.0,56935.0
74671.0,78819.0
96555.0,100643.0
118500.0,122468.0
140504.0,144592.0
162389.0,166597.0
184273.0,188421.0
206218.0,210366.0
228102.0,232190.0
250107.0,253834.0
271931.0,276079.0
293935.0,297783.0
315820.0,319908.0
337704.0,341913.0
359649.0,363797.0
381653.0,385561.0
403297.0,407566.0
425362.0,429450.0
