,deadband_starts,deadband_ends
0,9860.0,14910.0
1,35112.0,41003.0
2,59521.0,65894.0
3,85193.0,90784.0
4,109602.0,114893.0
5,134794.0,140926.0
6,159504.0,165997.0
7,184875.0,190887.0
8,209585.0,215297.0
9,234536.0,240368.0
10,259186.0,265619.0
11,284437.0,290148.0
12,309387.0,315460.0
13,334458.0,340170.0
14,359168.0,365661.0
15,384360.0,390251.0
16,408589.0,414300.0
17,434140.0,440153.0
18,458670.0,463901.0
19,483861.0,490174.0
