deadband_starts,deadband_ends
23026.0,152229.0
81345.0,210006.0
139303.0,267964.0
197321.0,325080.0
254978.0,384421.0
313116.0,441597.0
371194.0,499494.0
429152.0,557332.0
486508.0,615290.0
544947.0,674030.0
602845.0,731927.0
660983.0,789885.0
718580.0,847782.0
776658.0,905260.0
834195.0,963698.0
892334.0,1021596.0
949930.0,1079734.0
1008009.0,1136670.0
1066026.0,
1123684.0,
