deadband_starts,deadband_ends
35171.0,56394.0
122048.0,140986.0
208923.0,229785.0
296101.0,315760.0
383036.0,402936.0
470755.0,488911.0
556909.0,578372.0
643785.0,662784.0
730060.0,751944.0
817778.0,836596.0
904955.0,925396.0
991531.0,1012513.0
1078887.0,1099990.0
1166365.0,1184341.0
1252880.0,1273021.0
1340178.0,1361281.0
1426753.0,1446473.0
1514051.0,1531366.0
1600386.0,1621909.0
1688165.0,1706862.0
