deadband_starts,deadband_ends
2044.0,2766.0
7034.0,7996.0
12024.0,12746.0
17074.0,17735.0
21884.0,32645.0
27054.0,47795.0
31924.0,52485.0
36914.0,57715.0
41904.0,62464.0
46833.0,77374.0
51823.0,82484.0
56813.0,87294.0
61743.0,92404.0
66733.0,97454.0
71723.0,
76713.0,
81583.0,
86693.0,
91623.0,
96552.0,
