deadband_starts,deadband_ends
11964.0,17735.0
41122.0,46713.0
70160.0,75931.0
99017.0,104969.0
128115.0,133826.0
157093.0,163045.0
186311.0,192022.0
215048.0,220940.0
244327.0,249797.0
273244.0,278896.0
302282.0,308054.0
331140.0,336971.0
360298.0,366189.0
389276.0,394987.0
418313.0,424205.0
447231.0,453063.0
476389.0,482221.0
505427.0,511319.0
534345.0,540357.0
563323.0,569334.0
