deadband_starts,deadband_ends
3487.0,5050.0
12565.0,14188.0
21343.0,22966.0
30240.0,31804.0
39078.0,40701.0
47916.0,49719.0
56753.0,58437.0
65831.0,67394.0
74609.0,76172.0
83507.0,85310.0
92344.0,94027.0
101242.0,102925.0
110079.0,111823.0
118977.0,138576.0
127755.0,147233.0
136712.0,156251.0
145550.0,165029.0
154388.0,173927.0
163466.0,
172303.0,
