Time,Rear Wheel Input,Rear Wheel Ticks,Rear Wheel Speed
33558,50,-9829,-84.93
33618,50,-10054,-87.23
33679,50,-10279,-87.23
33739,50,-10503,-84.93
33799,50,-10728,-87.23
33859,50,-10952,-87.23
33919,50,-11176,-84.93
33979,-50,-11287,39.02
34039,-50,-11094,80.34
34099,-50,-10875,84.93
34159,-50,-10655,84.93
34220,-50,-10435,82.64
34280,-50,-10215,82.64
34340,-50,-9994,84.93
34400,-50,-9773,87.23
34460,-50,-9553,84.93
34520,-50,-9333,84.93
34580,-50,-9113,82.64
34640,-50,-8892,84.93
34700,-50,-8672,84.93
34761,-50,-8452,82.64
34821,-50,-8231,82.64
34881,-50,-8010,84.93
34941,-50,-7789,84.93
35001,-50,-7569,82.64
35061,-50,-7349,82.64
35121,-50,-7128,84.93
35181,-50,-6908,84.93
35241,-50,-6688,82.64
35302,-50,-6468,82.64
35362,-50,-6247,84.93
35422,-50,-6027,84.93
35482,-50,-5807,84.93
35542,-50,-5587,82.64
35602,-50,-5367,84.93
35662,-50,-5147,82.64
35722,-50,-4927,82.64
35783,-50,-4706,84.93
35843,-50,-4486,84.93
35903,-50,-4265,84.93
35963,-50,-4045,84.93
36023,-50,-3825,84.93
