Time,Front Angle,Rear Angle
31876,18.36,22.95
31886,22.95,18.36
31896,22.95,22.95
31906,13.77,22.95
31915,22.95,13.77
31926,18.36,27.55
31936,18.36,18.36
31946,22.95,13.77
31956,18.36,22.95
31965,18.36,22.95
31976,18.36,9.18
31987,18.36,18.36
31997,13.77,22.95
32007,22.95,9.18
32016,18.36,22.95
32027,18.36,22.95
32037,18.36,13.77
32047,18.36,18.36
32057,18.36,22.95
32066,18.36,13.77
32078,22.95,13.77
32087,13.77,27.55
32097,18.36,13.77
32108,18.36,13.77
32116,13.77,22.95
32128,13.77,13.77
32138,18.36,13.77
32148,18.36,22.95
32158,18.36,22.95
32166,18.36,13.77
32178,13.77,13.77
32188,13.77,18.36
32199,18.36,18.36
32209,18.36,9.18
32217,18.36,13.77
32229,13.77,22.95
32239,18.36,13.77
32249,18.36,9.18
32259,18.36,18.36
32267,13.77,18.36
32279,13.77,13.77
32289,18.36,18.36
32299,13.77,18.36
32309,9.18,13.77
32317,18.36,18.36
32329,13.77,9.18
32340,13.77,13.77
32350,13.77,18.36
32360,13.77,13.77
32367,13.77,9.18
32380,18.36,18.36
32390,13.77,9.18
32400,9.18,13.77
32410,18.36,9.18
32418,13.77,13.77
32430,13.77,9.18
32440,9.18,9.18
32450,13.77,13.77
32460,9.18,18.36
32468,13.77,9.18
32480,9.18,9.18
32490,9.18,13.77
32500,9.18,13.77
32510,9.18,9.18
32518,13.77,9.18
32530,13.77,9.18
32540,9.18,4.59
32550,9.18,9.18
32560,4.59,9.18
32568,9.18,9.18
32580,9.18,9.18
32590,9.18,4.59
32600,9.18,4.59
32610,13.77,9.18
32618,4.59,9.18
32630,4.59,9.18
32640,9.18,4.59
32650,9.18,9.18
32660,13.77,4.59
32668,13.77,9.18
32681,4.59,4.59
32691,0.00,4.59
32701,4.59,4.59
32711,4.59,4.59
32718,9.18,9.18
32731,4.59,9.18
32741,9.18,4.59
32751,4.59,4.59
32761,4.59,4.59
32769,4.59,4.59
32781,4.59,4.59
32791,4.59,9.18
32801,9.18,4.59
32811,4.59,0.00
32819,4.59,4.59
32831,4.59,4.59
32841,0.00,0.00
32851,0.00,0.00
32861,4.59,4.59
32869,4.59,4.59
32881,0.00,0.00
32891,4.59,0.00
32901,4.59,0.00
