Time,Wheel Input,Wheel Ticks,Wheel Speed
8099,820,6067,71.16
8159,800,6251,68.86
8219,800,6433,68.86
8279,780,6612,66.57
8339,780,6788,66.57
8399,760,6962,66.57
8459,760,7133,66.57
8520,740,7300,64.27
8580,720,7465,61.98
8640,720,7627,61.98
8700,700,7787,61.98
8760,700,7943,61.98
8820,680,8096,57.39
8880,680,8247,57.39
8940,660,8394,55.09
9000,660,8539,55.09
9061,640,8681,55.09
9121,620,8821,52.80
9181,620,8956,50.50
9241,600,9090,50.50
9301,600,9220,48.20
9361,580,9348,48.20
9421,580,9473,48.20
9481,560,9595,45.91
9541,560,9716,48.20
9602,540,9832,43.61
9662,520,9946,41.32
9722,520,10057,41.32
9782,500,10165,41.32
9842,500,10269,39.02
9902,480,10372,39.02
9962,480,10471,36.73
10022,460,10569,36.73
10082,460,10663,34.43
10143,440,10755,34.43
10203,420,10844,34.43
10263,420,10929,29.84
10323,400,11013,32.14
10383,400,11092,29.84
10443,380,11170,29.84
10503,380,11245,29.84
10563,360,11317,25.25
10623,360,11388,27.55
10684,340,11454,22.95
10744,320,11519,25.25
10804,320,11580,25.25
10864,300,11639,22.95
10924,300,11695,22.95
10984,280,11748,20.66
11044,280,11799,20.66
11104,260,11846,18.36
11164,260,11891,18.36
11225,240,11933,16.07
11285,220,11973,16.07
11345,220,12008,11.48
11405,200,12041,11.48
11465,200,12071,9.18
11525,180,12100,11.48
11585,180,12124,9.18
11645,160,12145,6.89
11705,160,12165,4.59
11766,140,12183,6.89
11826,120,12194,2.30
11886,120,12208,6.89
11946,100,12211,0.00
12006,100,12211,0.00
12066,80,12211,0.00
12126,80,12211,0.00
12186,60,12211,0.00
12246,60,12211,0.00
12307,40,12211,0.00
12367,20,12211,0.00
12427,20,12211,0.00
12487,0,12209,-2.30
12547,0,12209,0.00
12607,-20,12209,0.00
12667,-20,12209,0.00
12727,-40,12209,0.00
12787,-40,12209,0.00
12847,-60,12208,0.00
12908,-80,12208,0.00
12968,-80,12208,0.00
13028,-100,12208,0.00
13088,-100,12208,0.00
13148,-120,12207,0.00
13208,-120,12202,0.00
13268,-140,12202,0.00
13328,-140,12202,0.00
13388,-160,12202,0.00
13449,-180,12201,-2.30
13509,-180,12187,-9.18
13569,-200,12164,-9.18
13629,-200,12136,-9.18
13689,-220,12106,-13.77
13749,-220,12072,-13.77
13809,-240,12037,-13.77
13869,-240,11998,-16.07
13929,-260,11956,-16.07
13990,-280,11911,-18.36
14050,-280,11863,-18.36
14110,-300,11813,-20.66
14170,-300,11760,-20.66
14230,-320,11705,-22.95
14290,-320,11648,-20.66
14350,-340,11587,-22.95
14410,-340,11524,-25.25
14470,-360,11457,-27.55
14531,-380,11389,-27.55
14591,-380,11317,-27.55
14651,-400,11243,-29.84
14711,-400,11167,-27.55
14771,-420,11087,-29.84
14831,-420,11004,-32.14
14891,-440,10919,-32.14
14951,-440,10831,-32.14
15011,-460,10740,-36.73
15072,-480,10648,-36.73
15132,-480,10551,-36.73
15192,-500,10452,-39.02
15252,-500,10350,-39.02
15312,-520,10245,-41.32
15372,-520,10138,-41.32
