,kinetic_coeffs_dec,kinetic_coeffs_inc,static_coeffs_dec,static_coeffs_inc
0,136.0,-128.0,-184.0,184.0
1,136.0,-128.0,-176.0,176.0
2,128.0,-128.0,-176.0,168.0
3,120.0,-120.0,-184.0,184.0
4,120.0,-128.0,-184.0,184.0
5,120.0,-120.0,-184.0,152.0
6,120.0,-120.0,-184.0,160.0
7,120.0,-128.0,-184.0,184.0
8,120.0,-120.0,-184.0,168.0
9,136.0,-128.0,-184.0,176.0
