,kinetic_coeffs_dec,kinetic_coeffs_inc,static_coeffs_dec,static_coeffs_inc
0,120.0,-80.0,-160.0,160.0
1,120.0,-80.0,-120.0,160.0
2,120.0,-120.0,-120.0,160.0
3,120.0,-120.0,-120.0,120.0
4,120.0,-80.0,-120.0,120.0
5,120.0,-120.0,-160.0,160.0
6,120.0,-120.0,-120.0,160.0
7,120.0,-120.0,-120.0,120.0
8,80.0,-120.0,-120.0,160.0
9,80.0,-80.0,-120.0,120.0
