kinetic_coeffs_dec,kinetic_coeffs_inc,static_coeffs_dec,static_coeffs_inc
130.0,-140.0,-200.0,190.0
130.0,-130.0,-190.0,200.0
130.0,-140.0,-190.0,200.0
130.0,-130.0,-200.0,200.0
130.0,-130.0,-200.0,190.0
130.0,-140.0,-190.0,200.0
140.0,-130.0,-190.0,190.0
130.0,-120.0,-190.0,150.0
130.0,-130.0,-190.0,180.0
130.0,-130.0,-190.0,180.0
