,kinetic_coeffs_dec,kinetic_coeffs_inc,static_coeffs_dec,static_coeffs_inc
0,120.0,-120.0,-180.0,200.0
1,120.0,-120.0,-120.0,160.0
2,120.0,-140.0,-180.0,140.0
3,120.0,-120.0,-200.0,200.0
4,120.0,-140.0,-180.0,200.0
5,120.0,-120.0,-180.0,200.0
6,140.0,-140.0,-160.0,140.0
7,120.0,-140.0,-180.0,180.0
8,120.0,-100.0,,
9,120.0,-120.0,,
