,kinetic_coeffs_dec,kinetic_coeffs_inc,static_coeffs_dec,static_coeffs_inc
0,140.0,-100.0,-140.0,200.0
1,120.0,-120.0,-180.0,160.0
2,120.0,-140.0,-180.0,200.0
3,140.0,-100.0,-160.0,180.0
4,120.0,-120.0,-160.0,220.0
5,120.0,-120.0,-180.0,180.0
6,140.0,-120.0,-200.0,220.0
7,140.0,-140.0,-180.0,200.0
8,140.0,-140.0,-180.0,180.0
9,100.0,-120.0,,
