,kinetic_coeffs_dec,kinetic_coeffs_inc,static_coeffs_dec,static_coeffs_inc
0,105.0,-70.0,-140.0,105.0
1,105.0,-105.0,-105.0,175.0
2,105.0,-105.0,-140.0,105.0
3,105.0,-105.0,-210.0,175.0
4,70.0,-105.0,-105.0,175.0
5,140.0,-105.0,-210.0,175.0
6,105.0,-105.0,-175.0,175.0
7,105.0,-105.0,-105.0,140.0
8,70.0,-140.0,,
9,105.0,-70.0,,
