,kinetic_coeffs_dec,kinetic_coeffs_inc,static_coeffs_dec,static_coeffs_inc
0,145.0,-150.0,-230.0,240.0
1,165.0,-170.0,-220.0,275.0
2,180.0,-175.0,-200.0,245.0
3,165.0,-155.0,-240.0,250.0
4,165.0,-155.0,-270.0,260.0
5,180.0,-185.0,-230.0,290.0
6,165.0,-165.0,-230.0,225.0
7,180.0,-180.0,-260.0,195.0
8,150.0,-180.0,,
9,170.0,-140.0,,
