kinetic_coeffs_dec,kinetic_coeffs_inc,static_coeffs_dec,static_coeffs_inc
150.0,-90.0,-180.0,180.0
120.0,-90.0,-180.0,210.0
120.0,-120.0,-120.0,180.0
120.0,-150.0,-150.0,180.0
120.0,-90.0,-90.0,120.0
120.0,-120.0,-180.0,120.0
120.0,-120.0,-150.0,180.0
120.0,-120.0,-180.0,210.0
150.0,-120.0,,
90.0,-120.0,,
