,kinetic_coeffs_dec,kinetic_coeffs_inc,static_coeffs_dec,static_coeffs_inc
0,133.0,-126.0,-189.0,168.0
1,126.0,-133.0,-196.0,175.0
2,126.0,-126.0,-182.0,182.0
3,126.0,-133.0,-175.0,182.0
4,126.0,-126.0,-182.0,175.0
5,133.0,-126.0,-182.0,182.0
6,126.0,-133.0,-182.0,182.0
7,126.0,-133.0,-182.0,182.0
8,133.0,-126.0,-182.0,182.0
9,126.0,-140.0,-168.0,175.0
