,kinetic_coeffs_dec,kinetic_coeffs_inc,static_coeffs_dec,static_coeffs_inc
0,140.0,-140.0,-180.0,210.0
1,130.0,-130.0,-180.0,160.0
2,150.0,-120.0,-230.0,230.0
3,140.0,-140.0,-180.0,250.0
4,160.0,-140.0,-170.0,220.0
5,140.0,-130.0,-170.0,220.0
6,140.0,-120.0,-170.0,250.0
7,140.0,-120.0,-160.0,250.0
8,130.0,-130.0,-170.0,240.0
9,160.0,-140.0,-220.0,200.0
