,kinetic_coeffs_dec,kinetic_coeffs_inc,static_coeffs_dec,static_coeffs_inc
0,138.0,-132.0,-186.0,180.0
1,126.0,-138.0,-192.0,192.0
2,132.0,-138.0,-180.0,192.0
3,126.0,-144.0,-192.0,186.0
4,126.0,-132.0,-174.0,180.0
5,132.0,-144.0,-186.0,180.0
6,132.0,-138.0,-192.0,180.0
7,138.0,-144.0,-192.0,180.0
8,132.0,-132.0,-192.0,192.0
9,138.0,-144.0,-192.0,192.0
