,kinetic_coeffs_dec,kinetic_coeffs_inc,static_coeffs_dec,static_coeffs_inc
0,140.0,-105.0,-105.0,175.0
1,105.0,-105.0,-105.0,140.0
2,140.0,-70.0,-140.0,210.0
3,105.0,-105.0,-105.0,210.0
4,105.0,-105.0,-105.0,105.0
5,105.0,-105.0,-175.0,105.0
6,105.0,-105.0,-140.0,175.0
7,105.0,-105.0,,
8,140.0,-70.0,,
9,105.0,-105.0,,
