Time,Wheel Input,Wheel Ticks,Wheel Speed
12911,790,11512,569.39
12971,790,11693,569.39
13031,780,11870,532.65
13091,780,12047,532.65
13151,770,12225,532.65
13211,770,12402,551.02
13271,760,12577,532.65
13332,760,12750,532.65
13392,750,12919,514.29
13452,740,13087,514.29
13512,740,13255,514.29
13572,730,13423,495.92
13632,730,13589,495.92
13692,720,13753,495.92
13752,720,13914,495.92
13813,710,14076,495.92
13873,710,14237,495.92
13933,700,14396,477.55
13993,690,14554,477.55
14053,690,14709,459.18
14113,680,14862,477.55
14173,680,15013,477.55
14233,670,15165,477.55
14294,670,15315,459.18
14354,660,15464,459.18
14414,660,15612,459.18
14474,650,15756,422.45
14534,640,15899,440.82
14594,640,16042,440.82
14654,630,16185,440.82
14714,630,16326,440.82
14774,620,16466,440.82
14835,620,16603,422.45
14895,610,16737,404.08
14955,610,16869,404.08
15015,600,16999,385.71
15075,590,17130,385.71
15135,590,17260,385.71
15195,580,17389,385.71
15255,580,17517,404.08
15316,570,17642,385.71
15376,570,17765,385.71
15436,560,17886,367.35
15496,560,18007,367.35
15556,550,18129,385.71
15616,550,18247,367.35
15676,540,18365,367.35
15736,530,18481,348.98
15797,530,18595,348.98
15857,520,18706,348.98
15917,520,18815,330.61
15977,510,18923,330.61
16037,510,19031,330.61
16097,500,19138,312.24
16157,500,19245,330.61
16217,490,19349,330.61
16277,480,19452,312.24
16338,480,19551,293.88
16398,470,19649,293.88
16458,470,19745,293.88
16518,460,19841,312.24
16578,460,19936,293.88
16638,450,20030,275.51
16698,450,20124,275.51
16758,440,20215,275.51
16819,430,20305,275.51
16879,430,20393,275.51
16939,420,20479,238.78
16999,420,20563,257.14
17059,410,20644,238.78
17119,410,20723,238.78
17179,400,20802,238.78
17239,400,20879,257.14
17300,390,20955,238.78
17360,380,21032,238.78
17420,380,21107,238.78
17480,370,21180,220.41
17540,370,21252,220.41
17600,360,21323,220.41
17660,360,21392,220.41
17720,350,21459,183.67
17780,350,21524,183.67
17841,340,21587,183.67
17901,330,21649,183.67
17961,330,21709,202.04
18021,320,21767,165.31
18081,320,21826,165.31
18141,310,21884,165.31
18201,310,21942,183.67
18261,300,21998,183.67
18322,290,22052,165.31
18382,290,22104,165.31
18442,280,22156,165.31
18502,280,22206,165.31
18562,270,22255,165.31
18622,270,22302,146.94
18682,260,22348,128.57
18742,260,22393,146.94
18803,250,22434,128.57
18863,240,22474,110.20
18923,240,22511,110.20
18983,230,22547,91.84
19043,230,22581,91.84
19103,220,22613,110.20
19163,220,22645,110.20
19223,210,22674,91.84
19283,210,22699,91.84
19344,200,22727,91.84
19404,190,22752,55.10
19464,190,22770,73.47
19524,180,22792,73.47
19584,180,22814,73.47
19644,170,22834,55.10
19704,170,22847,55.10
19764,160,22863,36.73
19825,160,22882,55.10
19885,150,22892,55.10
19945,140,22909,36.73
20005,140,22913,0.00
20065,130,22913,0.00
20125,130,22913,0.00
20185,120,22913,0.00
20245,120,22913,0.00
20305,110,22913,0.00
20366,110,22913,0.00
20426,100,22913,0.00
20486,90,22913,0.00
20546,90,22913,0.00
20606,80,22913,0.00
20666,80,22913,0.00
20726,70,22913,0.00
20786,70,22913,0.00
20847,60,22913,0.00
20907,60,22913,0.00
20967,50,22913,0.00
21027,40,22913,0.00
21087,40,22913,0.00
21147,30,22913,0.00
21207,30,22912,0.00
21267,20,22912,0.00
21328,20,22912,0.00
21388,10,22912,0.00
21448,10,22912,0.00
21508,0,22912,0.00
21568,-10,22912,0.00
21628,-10,22912,0.00
21688,-20,22911,-18.37
21748,-20,22911,0.00
21808,-30,22911,0.00
21869,-30,22911,0.00
21929,-40,22911,0.00
21989,-40,22911,0.00
22049,-50,22911,0.00
22109,-60,22911,0.00
22169,-60,22911,0.00
22229,-70,22911,0.00
22289,-70,22911,0.00
22350,-80,22910,-18.37
22410,-80,22910,0.00
22470,-90,22910,0.00
22530,-90,22910,0.00
22590,-100,22910,0.00
22650,-110,22910,0.00
22710,-110,22910,0.00
22770,-120,22910,0.00
22830,-120,22910,0.00
22891,-130,22910,0.00
22951,-130,22910,0.00
23011,-140,22909,-18.37
